district,season,crop_type,start,end,tmax_mean_c,tmin_mean_c,tmax_peak_c,rain_mm,frost_days,hot_days_35c
Bahawalnagar,2023-24,onion,2023-12-01,2024-04-30,25.928,12.611,40.3,24.8,0,20
Bahawalnagar,2023-24,potato,2023-10-15,2024-02-15,23.806,11.471,34.3,36.6,0,0
Bahawalnagar,2023-24,rice,2023-06-15,2023-10-15,36.934,27.672,42.8,152.0,0,102
Bahawalnagar,2023-24,sugarcane,2023-03-01,2023-11-30,34.37,23.169,42.9,229.1,0,148
Bahawalnagar,2023-24,tomato,2023-09-01,2023-12-31,30.086,18.248,39.4,39.1,0,35
Bahawalnagar,2023-24,wheat,2023-12-01,2024-03-15,21.989,9.188,29.2,15.4,0,0
Bahawalnagar,2024-25,bajra,2024-07-15,2024-10-15,37.323,27.563,42.3,135.0,0,78
Bahawalnagar,2024-25,cotton,2024-05-15,2024-10-31,39.175,28.039,48.4,213.8,0,153
Bahawalnagar,2024-25,onion,2024-12-01,2025-04-30,27.312,13.435,43.9,22.2,0,31
Bahawalnagar,2024-25,potato,2024-10-15,2025-02-15,25.702,12.36,37.8,4.9,0,18
Bahawalnagar,2024-25,rice,2024-06-15,2024-10-15,38.17,28.266,44.6,207.2,0,108
Bahawalnagar,2024-25,sugarcane,2024-03-01,2024-11-30,36.863,24.566,48.4,225.2,0,189
Bahawalnagar,2024-25,tomato,2024-09-01,2024-12-31,31.533,19.051,41.8,9.3,0,58
Bahawalnagar,2024-25,wheat,2024-12-01,2025-03-15,22.952,10.01,33.1,21.4,0,0
Bahawalpur,2017-18,bajra,2017-07-15,2017-10-15,37.932,27.68,41.1,175.7,0,79
Bahawalpur,2017-18,barley,2017-12-01,2018-03-15,24.861,10.714,36.0,11.8,0,2
Bahawalpur,2017-18,cotton,2017-05-15,2017-10-31,38.865,27.638,47.4,256.8,0,144
Bahawalpur,2017-18,jowar,2017-07-01,2017-10-15,38.233,27.979,42.4,176.8,0,93
Bahawalpur,2017-18,maize,2017-08-01,2017-11-15,36.695,24.883,41.1,89.1,0,77
Bahawalpur,2017-18,potato,2017-10-15,2018-02-15,25.695,11.502,38.5,9.1,0,10
Bahawalpur,2017-18,rice,2017-06-15,2017-10-15,38.25,28.116,43.6,237.8,0,104
Bahawalpur,2017-18,sugarcane,2017-03-01,2017-11-30,37.217,24.769,47.4,271.7,0,193
Bahawalpur,2017-18,tomato,2017-09-01,2017-12-31,31.158,18.096,41.0,26.8,0,49
Bahawalpur,2018-19,bajra,2018-07-15,2018-10-15,38.811,28.428,41.7,10.3,0,88
Bahawalpur,2018-19,barley,2018-12-01,2019-03-15,21.868,9.064,28.5,36.4,0,0
Bahawalpur,2018-19,cotton,2018-05-15,2018-10-31,39.459,28.321,47.4,33.9,0,149
Bahawalpur,2018-19,jowar,2018-07-01,2018-10-15,38.99,28.721,43.7,11.2,0,102
Bahawalpur,2018-19,maize,2018-08-01,2018-11-15,36.688,25.053,41.7,4.2,0,75
Bahawalpur,2018-19,onion,2018-12-01,2019-04-30,26.209,12.976,43.5,39.0,0,30
Bahawalpur,2018-19,potato,2018-10-15,2019-02-15,24.971,11.585,35.7,16.3,0,5
Bahawalpur,2018-19,rice,2018-06-15,2018-10-15,39.096,28.986,43.9,28.4,0,115
Bahawalpur,2018-19,sugarcane,2018-03-01,2018-11-30,37.741,25.314,47.4,54.4,0,201
Bahawalpur,2018-19,tomato,2018-09-01,2018-12-31,31.325,18.28,41.4,1.0,0,44
Bahawalpur,2019-20,bajra,2019-07-15,2019-10-15,38.001,28.67,44.2,90.7,0,72
Bahawalpur,2019-20,barley,2019-12-01,2020-03-15,21.281,9.355,33.2,38.0,0,0
Bahawalpur,2019-20,cotton,2019-05-15,2019-10-31,39.139,28.605,47.6,96.9,0,134
Bahawalpur,2019-20,jowar,2019-07-01,2019-10-15,38.63,29.055,44.2,90.7,0,86
Bahawalpur,2019-20,maize,2019-08-01,2019-11-15,35.601,25.593,44.2,87.0,0,59
Bahawalpur,2019-20,onion,2019-12-01,2020-04-30,25.102,12.928,41.6,54.9,0,18
Bahawalpur,2019-20,potato,2019-10-15,2020-02-15,22.75,11.374,37.0,45.0,0,3
Bahawalpur,2019-20,rice,2019-06-15,2019-10-15,38.943,29.317,44.2,93.7,0,102
Bahawalpur,2019-20,sugarcane,2019-03-01,2019-11-30,36.416,25.053,47.6,121.2,0,178
Bahawalpur,2019-20,tomato,2019-09-01,2019-12-31,29.084,18.341,44.2,59.7,0,30
Bahawalpur,2019-20,wheat,2019-12-01,2020-03-15,21.281,9.355,33.2,38.0,0,0
Bahawalpur,2020-21,bajra,2020-07-15,2020-10-15,38.616,28.49,43.7,107.1,0,78
Bahawalpur,2020-21,barley,2020-12-01,2021-03-15,24.893,10.247,37.6,3.7,0,2
Bahawalpur,2020-21,cotton,2020-05-15,2020-10-31,39.498,28.352,46.8,120.4,0,144
Bahawalpur,2020-21,jowar,2020-07-01,2020-10-15,39.028,28.976,45.2,108.4,0,92
Bahawalpur,2020-21,onion,2020-12-01,2021-04-30,28.42,13.707,42.1,6.8,0,31
Bahawalpur,2020-21,potato,2020-10-15,2021-02-15,25.166,10.745,36.6,6.5,0,6
Bahawalpur,2020-21,rice,2020-06-15,2020-10-15,39.607,29.401,46.8,113.3,0,108
Bahawalpur,2020-21,sugarcane,2020-03-01,2020-11-30,36.434,24.589,46.8,150.2,0,175
Bahawalpur,2020-21,tomato,2020-09-01,2020-12-31,30.523,17.549,41.4,52.6,0,41
Bahawalpur,2021-22,bajra,2021-07-15,2021-10-15,38.553,28.73,42.9,35.9,0,84
Bahawalpur,2021-22,cotton,2021-05-15,2021-10-31,38.883,28.16,45.8,57.4,0,146
Bahawalpur,2021-22,maize,2021-08-01,2021-11-15,36.215,25.17,42.3,29.1,0,70
Bahawalpur,2021-22,onion,2021-12-01,2022-04-30,27.938,14.192,45.1,30.6,0,49
Bahawalpur,2021-22,potato,2021-10-15,2022-02-15,23.54,10.991,36.7,29.6,0,2
Bahawalpur,2021-22,rice,2021-06-15,2021-10-15,39.112,29.081,44.0,42.6,0,113
Bahawalpur,2021-22,sugarcane,2021-03-01,2021-11-30,36.935,24.805,45.8,60.5,0,191
Bahawalpur,2021-22,tomato,2021-09-01,2021-12-31,29.881,18.076,40.1,28.0,0,39
Bahawalpur,2022-23,cotton,2022-05-15,2022-10-31,37.241,26.648,46.7,440.3,0,111
Bahawalpur,2022-23,maize,2022-08-01,2022-11-15,35.217,24.35,41.0,123.1,0,59
Bahawalpur,2022-23,onion,2022-12-01,2023-04-30,27.76,13.798,41.7,19.5,0,23
Bahawalpur,2022-23,potato,2022-10-15,2023-02-15,26.029,11.766,36.5,7.2,0,9
Bahawalpur,2022-23,rice,2022-06-15,2022-10-15,35.943,26.698,45.0,440.3,0,73
Bahawalpur,2022-23,sugarcane,2022-03-01,2022-11-30,36.938,24.551,47.7,441.5,0,175
Bahawalpur,2022-23,tomato,2022-09-01,2022-12-31,31.92,18.6,41.0,0.4,0,51
Bahawalpur,2023-24,barley,2023-12-01,2024-03-15,23.339,9.926,31.0,12.5,0,0
Bahawalpur,2023-24,cotton,2023-05-15,2023-10-31,38.3,27.557,44.7,217.1,0,135
Bahawalpur,2023-24,maize,2023-08-01,2023-11-15,36.75,25.594,42.9,33.7,0,73
Bahawalpur,2023-24,onion,2023-12-01,2024-04-30,27.09,13.536,41.4,22.7,0,25
Bahawalpur,2023-24,potato,2023-10-15,2024-02-15,25.052,12.244,35.5,24.9,0,2
Bahawalpur,2023-24,rice,2023-06-15,2023-10-15,38.836,28.667,43.9,177.7,0,108
Bahawalpur,2023-24,sugarcane,2023-03-01,2023-11-30,36.114,24.53,45.3,238.0,0,169
Bahawalpur,2023-24,tomato,2023-09-01,2023-12-31,31.542,19.396,42.9,40.4,0,43
Bahawalpur,2023-24,wheat,2023-12-01,2024-03-15,23.339,9.926,31.0,12.5,0,0
Bahawalpur,2024-25,cotton,2024-05-15,2024-10-31,39.962,28.683,48.7,227.2,0,148
Bahawalpur,2024-25,onion,2024-12-01,2025-04-30,28.74,13.75,45.0,15.3,0,36
Bahawalpur,2024-25,potato,2024-10-15,2025-02-15,26.971,12.404,39.0,1.0,0,21
Bahawalpur,2024-25,rice,2024-06-15,2024-10-15,39.058,28.872,44.3,226.3,0,102
Bahawalpur,2024-25,sugarcane,2024-03-01,2024-11-30,37.657,25.319,48.7,239.4,0,191
Bahawalpur,2024-25,tomato,2024-09-01,2024-12-31,32.745,19.512,42.8,28.4,0,62
Bahawalpur,2024-25,wheat,2024-12-01,2025-03-15,24.44,10.11,34.6,15.3,0,0
Bhakkar,2017-18,bajra,2017-07-15,2017-10-15,36.392,26.389,41.5,160.5,0,67
Bhakkar,2017-18,barley,2017-12-01,2018-03-15,22.257,8.304,30.8,53.1,0,0
Bhakkar,2017-18,cotton,2017-05-15,2017-10-31,37.127,25.932,47.8,259.0,0,124
Bhakkar,2017-18,jowar,2017-07-01,2017-10-15,36.635,26.691,42.0,188.2,0,80
Bhakkar,2017-18,maize,2017-08-01,2017-11-15,34.521,23.441,41.5,125.2,0,57
Bhakkar,2017-18,rice,2017-06-15,2017-10-15,36.793,26.778,42.6,240.1,0,91
Bhakkar,2017-18,sugarcane,2017-03-01,2017-11-30,34.634,22.475,47.8,339.3,0,159
Bhakkar,2017-18,tomato,2017-09-01,2017-12-31,28.761,16.265,38.5,83.9,0,34
Bhakkar,2018-19,bajra,2018-07-15,2018-10-15,36.657,26.459,41.6,152.5,0,64
Bhakkar,2018-19,barley,2018-12-01,2019-03-15,19.145,7.27,24.8,128.6,0,0
Bhakkar,2018-19,cotton,2018-05-15,2018-10-31,37.242,25.923,45.5,227.3,0,120
Bhakkar,2018-19,jowar,2018-07-01,2018-10-15,37.021,26.782,43.3,182.3,0,76
Bhakkar,2018-19,maize,2018-08-01,2018-11-15,34.561,23.068,41.6,48.2,0,55
Bhakkar,2018-19,onion,2018-12-01,2019-04-30,22.813,10.579,38.2,164.9,0,10
Bhakkar,2018-19,rice,2018-06-15,2018-10-15,37.093,26.823,43.3,201.9,0,89
Bhakkar,2018-19,sugarcane,2018-03-01,2018-11-30,34.843,22.565,45.5,289.2,0,147
Bhakkar,2018-19,tomato,2018-09-01,2018-12-31,28.957,16.158,40.5,40.0,0,28
Bhakkar,2019-20,bajra,2019-07-15,2019-10-15,36.067,26.678,43.2,256.4,0,61
Bhakkar,2019-20,barley,2019-12-01,2020-03-15,18.92,7.78,29.1,200.5,2,0
Bhakkar,2019-20,cotton,2019-05-15,2019-10-31,36.85,26.072,45.1,351.5,0,116
Bhakkar,2019-20,jowar,2019-07-01,2019-10-15,36.702,27.103,44.7,270.4,0,75
Bhakkar,2019-20,maize,2019-08-01,2019-11-15,33.563,23.59,42.3,221.8,0,51
Bhakkar,2019-20,onion,2019-12-01,2020-04-30,21.651,10.526,36.5,301.7,2,2
Bhakkar,2019-20,rice,2019-06-15,2019-10-15,37.024,27.218,44.7,302.8,0,90
Bhakkar,2019-20,sugarcane,2019-03-01,2019-11-30,33.608,22.28,45.1,454.8,0,138
Bhakkar,2019-20,tomato,2019-09-01,2019-12-31,27.325,16.644,42.3,158.1,1,27
Bhakkar,2019-20,wheat,2019-12-01,2020-03-15,18.92,7.78,29.1,200.5,2,0
Bhakkar,2020-21,bajra,2020-07-15,2020-10-15,36.475,26.334,43.4,316.7,0,56
Bhakkar,2020-21,barley,2020-12-01,2021-03-15,21.536,8.393,30.2,30.6,0,0
Bhakkar,2020-21,cotton,2020-05-15,2020-10-31,36.756,25.508,44.0,395.3,0,105
Bhakkar,2020-21,jowar,2020-07-01,2020-10-15,36.847,26.659,43.6,334.7,0,69
Bhakkar,2020-21,onion,2020-12-01,2021-04-30,24.338,11.21,39.5,70.4,0,6
Bhakkar,2020-21,rice,2020-06-15,2020-10-15,37.34,27.008,44.0,384.7,0,85
Bhakkar,2020-21,sugarcane,2020-03-01,2020-11-30,32.888,21.567,44.0,646.7,0,113
Bhakkar,2021-22,bajra,2021-07-15,2021-10-15,36.973,27.165,41.6,112.4,0,71
Bhakkar,2021-22,barley,2021-12-01,2022-03-15,20.988,8.618,34.7,117.5,0,0
Bhakkar,2021-22,cotton,2021-05-15,2021-10-31,37.636,26.452,46.6,154.1,0,130
Bhakkar,2021-22,onion,2021-12-01,2022-04-30,26.26,12.49,44.0,117.8,0,40
Bhakkar,2021-22,rice,2021-06-15,2021-10-15,37.857,27.541,45.8,149.8,0,98
Bhakkar,2021-22,sugarcane,2021-03-01,2021-11-30,34.803,22.636,46.6,202.5,0,146
Bhakkar,2022-23,bajra,2022-07-15,2022-10-15,34.306,25.038,40.1,425.2,0,38
Bhakkar,2022-23,barley,2022-12-01,2023-03-15,22.24,8.969,32.7,18.2,2,0
Bhakkar,2022-23,cotton,2022-05-15,2022-10-31,36.122,25.174,46.0,546.6,0,92
Bhakkar,2022-23,onion,2022-12-01,2023-04-30,24.414,11.43,37.8,165.7,2,7
Bhakkar,2022-23,potato,2022-10-15,2023-02-15,22.837,9.841,33.5,29.7,2,0
Bhakkar,2022-23,rice,2022-06-15,2022-10-15,35.111,25.578,44.8,539.4,0,62
Bhakkar,2022-23,sugarcane,2022-03-01,2022-11-30,35.16,22.702,47.3,595.2,0,146
Bhakkar,2023-24,bajra,2023-07-15,2023-10-15,36.829,26.556,43.7,237.6,0,62
Bhakkar,2023-24,barley,2023-12-01,2024-03-15,19.505,7.689,27.0,28.5,1,0
Bhakkar,2023-24,cotton,2023-05-15,2023-10-31,36.434,25.618,46.0,411.4,0,107
Bhakkar,2023-24,onion,2023-12-01,2024-04-30,22.738,10.555,36.4,88.8,1,4
Bhakkar,2023-24,rice,2023-06-15,2023-10-15,37.328,27.044,46.0,345.3,0,86
Bhakkar,2023-24,sugarcane,2023-03-01,2023-11-30,33.387,22.041,46.0,637.7,0,118
Bhakkar,2023-24,wheat,2023-12-01,2024-03-15,19.505,7.689,27.0,28.5,1,0
Bhakkar,2024-25,bajra,2024-07-15,2024-10-15,35.214,25.974,42.4,350.1,0,44
Bhakkar,2024-25,barley,2024-12-01,2025-03-15,21.612,8.592,30.1,45.9,0,0
Bhakkar,2024-25,cotton,2024-05-15,2024-10-31,37.394,26.232,46.4,430.0,0,100
Bhakkar,2024-25,onion,2024-12-01,2025-04-30,25.638,11.817,42.4,46.6,0,25
Bhakkar,2024-25,rice,2024-06-15,2024-10-15,36.551,26.835,46.4,428.9,0,69
Bhakkar,2024-25,sugarcane,2024-03-01,2024-11-30,34.246,22.388,46.4,503.7,0,114
Bhakkar,2024-25,tomato,2024-09-01,2024-12-31,29.006,17.196,39.6,75.0,0,18
Bhakkar,2024-25,wheat,2024-12-01,2025-03-15,21.612,8.592,30.1,45.9,0,0
Chakwal,2017-18,bajra,2017-07-15,2017-10-15,33.438,24.185,36.9,318.2,0,21
Chakwal,2017-18,barley,2017-12-01,2018-03-15,20.258,8.155,29.4,56.8,0,0
Chakwal,2017-18,jowar,2017-07-01,2017-10-15,33.676,24.518,38.4,364.0,0,30
Chakwal,2017-18,maize,2017-08-01,2017-11-15,32.103,21.665,36.9,253.8,0,20
Chakwal,2017-18,potato,2017-10-15,2018-02-15,21.519,9.647,34.0,46.5,0,0
Chakwal,2017-18,tomato,2017-09-01,2017-12-31,26.957,15.619,36.9,106.6,0,13
Chakwal,2018-19,bajra,2018-07-15,2018-10-15,33.498,23.98,39.2,237.2,0,21
Chakwal,2018-19,barley,2018-12-01,2019-03-15,16.631,6.044,23.9,232.1,1,0
Chakwal,2018-19,jowar,2018-07-01,2018-10-15,33.903,24.311,40.3,268.1,0,31
Chakwal,2018-19,maize,2018-08-01,2018-11-15,31.364,20.804,39.2,181.5,0,20
Chakwal,2018-19,onion,2018-12-01,2019-04-30,20.191,8.965,34.2,303.8,1,0
Chakwal,2018-19,potato,2018-10-15,2019-02-15,19.784,8.481,30.2,160.9,1,0
Chakwal,2018-19,tomato,2018-09-01,2018-12-31,26.311,14.486,39.2,126.4,0,10
Chakwal,2019-20,bajra,2019-07-15,2019-10-15,33.348,24.73,38.8,316.9,0,28
Chakwal,2019-20,barley,2019-12-01,2020-03-15,17.19,6.809,25.3,246.4,3,0
Chakwal,2019-20,jowar,2019-07-01,2019-10-15,33.843,25.019,41.3,352.8,0,39
Chakwal,2019-20,maize,2019-08-01,2019-11-15,31.063,21.808,38.8,285.2,0,22
Chakwal,2019-20,onion,2019-12-01,2020-04-30,19.597,9.187,32.4,375.7,3,0
Chakwal,2019-20,potato,2019-10-15,2020-02-15,19.008,8.661,32.5,135.4,3,0
Chakwal,2019-20,tomato,2019-09-01,2019-12-31,25.28,15.198,38.4,142.6,3,12
Chakwal,2019-20,wheat,2019-12-01,2020-03-15,17.19,6.809,25.3,246.4,3,0
Chakwal,2020-21,bajra,2020-07-15,2020-10-15,34.076,24.36,39.6,343.1,0,37
Chakwal,2020-21,barley,2020-12-01,2021-03-15,19.956,8.057,28.0,74.9,1,0
Chakwal,2020-21,jowar,2020-07-01,2020-10-15,34.34,24.658,40.0,381.1,0,47
Chakwal,2020-21,onion,2020-12-01,2021-04-30,22.535,10.402,38.0,124.8,1,5
Chakwal,2021-22,bajra,2021-07-15,2021-10-15,34.197,24.965,39.5,379.8,0,37
Chakwal,2021-22,barley,2021-12-01,2022-03-15,18.404,7.399,32.6,157.7,0,0
Chakwal,2021-22,jowar,2021-07-01,2021-10-15,34.645,25.319,41.9,435.8,0,48
Chakwal,2021-22,maize,2021-08-01,2021-11-15,32.169,21.617,39.5,235.9,0,31
Chakwal,2021-22,onion,2021-12-01,2022-04-30,23.389,11.142,40.3,197.9,0,21
Chakwal,2021-22,potato,2021-10-15,2022-02-15,20.415,8.752,32.2,122.0,0,0
Chakwal,2021-22,tomato,2021-09-01,2021-12-31,26.616,15.088,37.1,132.4,0,15
Chakwal,2022-23,barley,2022-12-01,2023-03-15,20.354,7.976,32.7,38.6,2,0
Chakwal,2022-23,jowar,2022-07-01,2022-10-15,33.311,23.987,37.1,502.8,0,24
Chakwal,2022-23,maize,2022-08-01,2022-11-15,31.279,20.894,36.7,241.2,0,15
Chakwal,2022-23,onion,2022-12-01,2023-04-30,22.665,10.22,37.5,189.6,2,4
Chakwal,2022-23,potato,2022-10-15,2023-02-15,20.568,8.759,33.0,61.9,2,0
Chakwal,2022-23,tomato,2022-09-01,2022-12-31,26.546,15.01,36.2,92.6,0,10
Chakwal,2023-24,barley,2023-12-01,2024-03-15,19.353,6.875,26.1,100.6,0,0
Chakwal,2023-24,jowar,2023-07-01,2023-10-15,34.757,24.34,40.3,318.0,0,50
Chakwal,2023-24,onion,2023-12-01,2024-04-30,21.986,9.405,34.2,257.0,0,0
Chakwal,2023-24,potato,2023-10-15,2024-02-15,21.007,9.019,28.7,70.7,0,0
Chakwal,2023-24,tomato,2023-09-01,2023-12-31,26.87,15.368,39.3,126.7,0,16
Chakwal,2023-24,wheat,2023-12-01,2024-03-15,19.353,6.875,26.1,100.6,0,0
Chakwal,2024-25,bajra,2024-07-15,2024-10-15,33.747,24.099,39.6,430.9,0,25
Chakwal,2024-25,barley,2024-12-01,2025-03-15,20.844,7.718,30.6,118.6,0,0
Chakwal,2024-25,jowar,2024-07-01,2024-10-15,34.051,24.392,42.2,503.2,0,33
Chakwal,2024-25,onion,2024-12-01,2025-04-30,24.624,10.743,40.3,128.2,0,18
Chakwal,2024-25,potato,2024-10-15,2025-02-15,22.853,10.049,34.2,44.9,0,0
Chakwal,2024-25,tomato,2024-09-01,2024-12-31,27.45,15.761,37.8,127.5,0,9
Chakwal,2024-25,wheat,2024-12-01,2025-03-15,20.844,7.718,30.6,118.6,0,0
Dera Ghazi Khan,2017-18,bajra,2017-07-15,2017-10-15,35.634,27.297,40.6,129.7,0,59
Dera Ghazi Khan,2017-18,barley,2017-12-01,2018-03-15,21.319,12.538,32.9,42.9,0,0
Dera Ghazi Khan,2017-18,cotton,2017-05-15,2017-10-31,36.192,27.386,46.6,266.9,0,109
Dera Ghazi Khan,2017-18,jowar,2017-07-01,2017-10-15,35.809,27.507,40.6,147.3,0,69
Dera Ghazi Khan,2017-18,maize,2017-08-01,2017-11-15,33.734,25.111,40.6,94.5,0,52
Dera Ghazi Khan,2017-18,potato,2017-10-15,2018-02-15,22.349,13.83,35.1,47.0,0,1
Dera Ghazi Khan,2017-18,rice,2017-06-15,2017-10-15,35.891,27.592,40.6,235.1,0,80
Dera Ghazi Khan,2017-18,sugarcane,2017-03-01,2017-11-30,33.838,24.753,46.6,318.6,0,142
Dera Ghazi Khan,2017-18,tomato,2017-09-01,2017-12-31,28.001,19.37,38.8,63.9,0,28
Dera Ghazi Khan,2018-19,bajra,2018-07-15,2018-10-15,35.672,27.096,39.8,96.6,0,60
Dera Ghazi Khan,2018-19,barley,2018-12-01,2019-03-15,18.244,10.429,23.4,83.8,0,0
Dera Ghazi Khan,2018-19,cotton,2018-05-15,2018-10-31,36.25,27.196,44.3,195.2,0,113
Dera Ghazi Khan,2018-19,jowar,2018-07-01,2018-10-15,36.047,27.376,42.4,116.3,0,71
Dera Ghazi Khan,2018-19,maize,2018-08-01,2018-11-15,33.268,24.632,39.8,53.4,0,48
Dera Ghazi Khan,2018-19,onion,2018-12-01,2019-04-30,22.134,13.75,38.0,121.7,0,11
Dera Ghazi Khan,2018-19,potato,2018-10-15,2019-02-15,21.439,13.373,31.4,35.5,0,0
Dera Ghazi Khan,2018-19,rice,2018-06-15,2018-10-15,36.17,27.49,42.4,120.0,0,84
Dera Ghazi Khan,2018-19,sugarcane,2018-03-01,2018-11-30,33.944,24.609,44.3,240.2,0,135
Dera Ghazi Khan,2018-19,tomato,2018-09-01,2018-12-31,27.672,19.14,38.4,26.6,0,22
Dera Ghazi Khan,2019-20,bajra,2019-07-15,2019-10-15,34.125,26.917,42.6,249.1,0,29
Dera Ghazi Khan,2019-20,cotton,2019-05-15,2019-10-31,35.514,27.264,45.5,292.8,0,81
Dera Ghazi Khan,2019-20,jowar,2019-07-01,2019-10-15,34.931,27.529,42.6,250.1,0,43
Dera Ghazi Khan,2019-20,maize,2019-08-01,2019-11-15,32.169,24.696,40.5,170.5,0,22
Dera Ghazi Khan,2019-20,onion,2019-12-01,2020-04-30,21.093,13.11,36.4,201.9,0,3
Dera Ghazi Khan,2019-20,potato,2019-10-15,2020-02-15,20.319,12.582,33.3,80.6,0,0
Dera Ghazi Khan,2019-20,rice,2019-06-15,2019-10-15,35.351,27.682,43.3,278.8,0,57
Dera Ghazi Khan,2019-20,sugarcane,2019-03-01,2019-11-30,32.619,24.139,45.5,376.3,0,103
Dera Ghazi Khan,2019-20,tomato,2019-09-01,2019-12-31,26.886,19.068,40.5,52.2,0,19
Dera Ghazi Khan,2019-20,wheat,2019-12-01,2020-03-15,18.371,10.515,27.7,162.5,0,0
Dera Ghazi Khan,2020-21,bajra,2020-07-15,2020-10-15,35.282,27.263,42.2,149.0,0,46
Dera Ghazi Khan,2020-21,cotton,2020-05-15,2020-10-31,35.899,27.297,43.7,180.9,0,98
Dera Ghazi Khan,2020-21,jowar,2020-07-01,2020-10-15,35.733,27.598,43.7,155.0,0,59
Dera Ghazi Khan,2020-21,onion,2020-12-01,2021-04-30,24.43,15.281,38.7,25.0,0,7
Dera Ghazi Khan,2020-21,rice,2020-06-15,2020-10-15,36.289,28.041,43.7,169.0,0,75
Dera Ghazi Khan,2020-21,sugarcane,2020-03-01,2020-11-30,32.133,23.702,43.7,332.3,0,107
Dera Ghazi Khan,2020-21,tomato,2020-09-01,2020-12-31,26.964,18.516,37.0,35.8,0,13
Dera Ghazi Khan,2021-22,cotton,2021-05-15,2021-10-31,36.256,27.621,43.8,153.2,0,111
Dera Ghazi Khan,2021-22,jowar,2021-07-01,2021-10-15,36.267,28.215,43.5,134.2,0,71
Dera Ghazi Khan,2021-22,maize,2021-08-01,2021-11-15,33.876,25.392,40.3,93.5,0,48
Dera Ghazi Khan,2021-22,onion,2021-12-01,2022-04-30,25.625,16.147,43.2,79.1,0,39
Dera Ghazi Khan,2021-22,rice,2021-06-15,2021-10-15,36.422,28.266,43.5,139.8,0,84
Dera Ghazi Khan,2021-22,sugarcane,2021-03-01,2021-11-30,33.832,24.817,43.8,172.4,0,127
Dera Ghazi Khan,2021-22,tomato,2021-09-01,2021-12-31,28.266,19.745,38.8,46.3,0,22
Dera Ghazi Khan,2022-23,cotton,2022-05-15,2022-10-31,34.304,26.102,44.7,730.0,0,63
Dera Ghazi Khan,2022-23,jowar,2022-07-01,2022-10-15,32.458,25.568,39.7,698.0,0,22
Dera Ghazi Khan,2022-23,maize,2022-08-01,2022-11-15,31.161,23.611,36.1,313.9,0,11
Dera Ghazi Khan,2022-23,onion,2022-12-01,2023-04-30,23.415,14.828,39.1,81.5,0,6
Dera Ghazi Khan,2022-23,rice,2022-06-15,2022-10-15,32.976,25.789,44.3,730.0,0,32
Dera Ghazi Khan,2022-23,sugarcane,2022-03-01,2022-11-30,33.731,24.719,46.3,763.3,0,116
Dera Ghazi Khan,2023-24,cotton,2023-05-15,2023-10-31,35.524,26.638,44.1,213.0,0,100
Dera Ghazi Khan,2023-24,jowar,2023-07-01,2023-10-15,35.723,27.142,42.6,122.0,0,64
Dera Ghazi Khan,2023-24,maize,2023-08-01,2023-11-15,33.531,24.821,42.4,35.0,0,50
Dera Ghazi Khan,2023-24,onion,2023-12-01,2024-04-30,22.825,13.932,35.2,86.5,0,3
Dera Ghazi Khan,2023-24,rice,2023-06-15,2023-10-15,36.257,27.611,44.1,128.9,0,80
Dera Ghazi Khan,2023-24,sugarcane,2023-03-01,2023-11-30,32.651,23.708,44.1,312.5,0,112
Dera Ghazi Khan,2023-24,wheat,2023-12-01,2024-03-15,19.704,11.3,26.9,40.6,0,0
Dera Ghazi Khan,2024-25,cotton,2024-05-15,2024-10-31,36.504,27.501,47.5,451.8,0,92
Dera Ghazi Khan,2024-25,jowar,2024-07-01,2024-10-15,34.604,26.895,43.4,442.7,0,46
Dera Ghazi Khan,2024-25,onion,2024-12-01,2025-04-30,24.509,14.699,41.5,33.1,0,21
Dera Ghazi Khan,2024-25,rice,2024-06-15,2024-10-15,35.404,27.315,45.2,449.4,0,61
Dera Ghazi Khan,2024-25,sugarcane,2024-03-01,2024-11-30,33.512,24.272,47.5,521.2,0,106
Dera Ghazi Khan,2024-25,tomato,2024-09-01,2024-12-31,27.945,19.483,38.3,30.9,0,16
Dera Ghazi Khan,2024-25,wheat,2024-12-01,2025-03-15,20.611,11.458,29.8,30.7,0,0
Faisalabad,2017-18,bajra,2017-07-15,2017-10-15,36.286,26.216,41.6,152.8,0,67
Faisalabad,2017-18,barley,2017-12-01,2018-03-15,23.559,9.312,33.8,30.7,0,0
Faisalabad,2017-18,cotton,2017-05-15,2017-10-31,36.513,25.674,44.5,226.0,0,121
Faisalabad,2017-18,jowar,2017-07-01,2017-10-15,36.376,26.431,41.6,169.0,0,80
Faisalabad,2017-18,maize,2017-08-01,2017-11-15,34.348,23.314,41.6,125.8,0,52
Faisalabad,2017-18,potato,2017-10-15,2018-02-15,24.1,10.427,35.2,20.1,0,1
Faisalabad,2017-18,rice,2017-06-15,2017-10-15,36.328,26.443,41.6,201.5,0,90
Faisalabad,2017-18,sugarcane,2017-03-01,2017-11-30,34.446,22.443,44.5,273.6,0,160
Faisalabad,2017-18,tomato,2017-09-01,2017-12-31,29.007,16.502,37.7,48.8,0,28
Faisalabad,2018-19,bajra,2018-07-15,2018-10-15,36.014,26.323,40.3,99.4,0,61
Faisalabad,2018-19,barley,2018-12-01,2019-03-15,19.75,7.734,26.0,101.8,0,0
Faisalabad,2018-19,cotton,2018-05-15,2018-10-31,36.444,25.775,43.8,194.4,0,115
Faisalabad,2018-19,jowar,2018-07-01,2018-10-15,36.137,26.516,40.3,111.3,0,73
