District,Season,Crop,Area (ha),Production (tonnes),Yield,Yield Unit,Source
Layyah,2017-18,tobacco,19.0,18.0,0.9474,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2018-19,tobacco,21.0,22.0,1.0476,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2023-24,tobacco,47.0,185.0,3.9362,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Layyah,2024-25,tobacco,29.0,111.0,3.8276,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2017-18,tobacco,17.0,25.0,1.4706,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2018-19,tobacco,12.0,15.0,1.25,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2020-21,tobacco,2.0,6.0,3.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2022-23,tobacco,2.0,5.0,2.5,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2023-24,tobacco,13.0,48.0,3.6923,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Lodhran,2024-25,tobacco,224.0,197.0,0.8795,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2017-18,tobacco,211.0,235.0,1.1137,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2018-19,tobacco,196.0,223.0,1.1378,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2020-21,tobacco,291.0,705.0,2.4227,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2022-23,tobacco,286.0,418.0,1.4615,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2023-24,tobacco,200.0,298.0,1.49,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mandi Bahauddin,2024-25,tobacco,557.0,1194.0,2.1436,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2017-18,tobacco,931.0,1810.0,1.9441,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2018-19,tobacco,941.0,2517.0,2.6748,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2020-21,tobacco,3.0,4.0,1.3333,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2022-23,tobacco,56.0,222.0,3.9643,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Mianwali,2024-25,tobacco,516.0,1524.0,2.9535,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2017-18,tobacco,52.0,53.0,1.0192,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2018-19,tobacco,48.0,49.0,1.0208,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2020-21,tobacco,43.0,51.0,1.186,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Multan,2023-24,tobacco,20.0,19.0,0.95,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2017-18,tobacco,157.0,206.0,1.3121,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2018-19,tobacco,171.0,227.0,1.3275,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2020-21,tobacco,366.0,1153.0,3.1503,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2022-23,tobacco,37.0,117.0,3.1622,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2023-24,tobacco,123.0,828.0,6.7317,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Muzaffargarh,2024-25,tobacco,698.0,4328.0,6.2006,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2017-18,tobacco,121.0,98.0,0.8099,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2018-19,tobacco,128.0,106.0,0.8281,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2020-21,tobacco,113.0,169.0,1.4956,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2022-23,tobacco,75.0,116.0,1.5467,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2023-24,tobacco,93.0,146.0,1.5699,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Nankana Sahib,2024-25,tobacco,342.0,530.0,1.5497,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2017-18,tobacco,69.0,63.0,0.913,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2018-19,tobacco,67.0,64.0,0.9552,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2020-21,tobacco,8.0,27.0,3.375,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2022-23,tobacco,20.0,60.0,3.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2023-24,tobacco,12.0,30.0,2.5,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Narowal,2024-25,tobacco,17.0,36.0,2.1176,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2017-18,tobacco,396.0,759.0,1.9167,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2018-19,tobacco,360.0,707.0,1.9639,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2020-21,tobacco,445.0,953.0,2.1416,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2022-23,tobacco,444.0,1663.0,3.7455,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2023-24,tobacco,752.0,2219.0,2.9508,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Okara,2024-25,tobacco,1146.0,3236.0,2.8237,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2017-18,tobacco,231.0,282.0,1.2208,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2018-19,tobacco,214.0,252.0,1.1776,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2020-21,tobacco,27.0,75.0,2.7778,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2022-23,tobacco,15.0,34.0,2.2667,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2023-24,tobacco,36.0,92.0,2.5556,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Pakpattan,2024-25,tobacco,121.0,244.0,2.0165,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2017-18,tobacco,27.0,34.0,1.2593,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2018-19,tobacco,25.0,30.0,1.2,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2023-24,tobacco,6.0,6.0,1.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rahim Yar Khan,2024-25,tobacco,8.0,11.0,1.375,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2017-18,tobacco,8265.0,18525.0,2.2414,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2018-19,tobacco,7770.0,18991.0,2.4441,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2020-21,tobacco,17570.0,69816.0,3.9736,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2022-23,tobacco,10275.0,43122.0,4.1968,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2023-24,tobacco,12982.0,59977.0,4.62,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Rajanpur,2024-25,tobacco,18510.0,80852.0,4.368,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2017-18,tobacco,1659.0,2124.0,1.2803,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2018-19,tobacco,1700.0,2168.0,1.2753,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2020-21,tobacco,393.0,1020.0,2.5954,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2022-23,tobacco,265.0,1017.0,3.8377,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2023-24,tobacco,810.0,2521.0,3.1123,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sahiwal,2024-25,tobacco,382.0,1074.0,2.8115,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2017-18,tobacco,283.0,144.0,0.5088,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2018-19,tobacco,295.0,166.0,0.5627,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2020-21,tobacco,128.0,215.0,1.6797,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2022-23,tobacco,8.0,20.0,2.5,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2023-24,tobacco,146.0,328.0,2.2466,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sargodha,2024-25,tobacco,309.0,642.0,2.0777,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2017-18,tobacco,890.0,1018.0,1.1438,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2018-19,tobacco,601.0,687.0,1.1431,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2020-21,tobacco,317.0,920.0,2.9022,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2022-23,tobacco,270.0,545.0,2.0185,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2023-24,tobacco,75.0,187.0,2.4933,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sheikhupura,2024-25,tobacco,314.0,670.0,2.1338,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2017-18,tobacco,249.0,230.0,0.9237,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2018-19,tobacco,242.0,226.0,0.9339,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2020-21,tobacco,15.0,22.0,1.4667,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2022-23,tobacco,2.0,3.0,1.5,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2023-24,tobacco,3.0,5.0,1.6667,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Sialkot,2024-25,tobacco,8.0,14.0,1.75,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2017-18,tobacco,1307.0,1676.0,1.2823,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2018-19,tobacco,1600.0,2125.0,1.3281,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2020-21,tobacco,2093.0,4334.0,2.0707,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2022-23,tobacco,1816.0,4062.0,2.2368,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2023-24,tobacco,2239.0,4779.0,2.1344,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Toba Tek Singh,2024-25,tobacco,2366.0,4918.0,2.0786,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2017-18,tobacco,836.0,1341.0,1.6041,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2018-19,tobacco,850.0,1372.0,1.6141,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2020-21,tobacco,422.0,988.0,2.3412,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2022-23,tobacco,131.0,447.0,3.4122,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2023-24,tobacco,859.0,2949.0,3.4331,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Vehari,2024-25,tobacco,1128.0,5089.0,4.5115,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2017-18,tomato,16.0,188.0,11.75,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2018-19,tomato,17.0,199.0,11.7059,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2019-20,tomato,6.0,71.0,11.8333,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2021-22,tomato,63.0,1516.0,24.0635,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2022-23,tomato,112.0,3080.0,27.5,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2023-24,tomato,115.0,2679.0,23.2957,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Attock,2024-25,tomato,180.0,4336.0,24.0889,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2017-18,tomato,275.0,3883.0,14.12,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2018-19,tomato,267.0,3811.0,14.2734,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2019-20,tomato,27.0,391.0,14.4815,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2020-21,tomato,124.0,2572.0,20.7419,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2021-22,tomato,101.0,1020.0,10.099,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2022-23,tomato,80.94,1334.0,16.4816,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2023-24,tomato,73.0,1505.0,20.6164,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalnagar,2024-25,tomato,71.0,3850.0,54.2253,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2017-18,tomato,328.0,4354.0,13.2744,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2018-19,tomato,332.0,5509.0,16.5934,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2019-20,tomato,221.0,4816.0,21.7919,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2020-21,tomato,119.0,6770.0,56.8908,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2021-22,tomato,83.0,3288.0,39.6145,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2022-23,tomato,133.14,3891.0,29.2239,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2023-24,tomato,182.0,4474.0,24.5824,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bahawalpur,2024-25,tomato,149.0,2960.0,19.8658,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2017-18,tomato,30.0,426.0,14.2,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2018-19,tomato,33.0,441.0,13.3636,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2019-20,tomato,8.0,110.0,13.75,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Bhakkar,2024-25,tomato,63.0,1042.0,16.5397,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2017-18,tomato,34.0,375.0,11.0294,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2018-19,tomato,36.0,390.0,10.8333,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2019-20,tomato,8.0,90.0,11.25,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2021-22,tomato,19.0,231.0,12.1579,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2022-23,tomato,28.19,365.0,12.9489,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2023-24,tomato,28.0,332.0,11.8571,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chakwal,2024-25,tomato,57.0,739.0,12.9649,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2017-18,tomato,35.0,447.0,12.7714,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2018-19,tomato,34.0,438.0,12.8824,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2019-20,tomato,15.0,207.0,13.8,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2020-21,tomato,18.0,722.0,40.1111,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2021-22,tomato,17.0,529.0,31.1176,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2022-23,tomato,17.0,515.0,30.2992,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2023-24,tomato,17.0,486.0,28.5882,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Chiniot,2024-25,tomato,20.0,470.0,23.5,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2017-18,tomato,44.0,600.0,13.6364,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2018-19,tomato,47.0,1277.0,27.1702,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2019-20,tomato,10.0,263.0,26.3,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2020-21,tomato,13.0,455.0,35.0,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2021-22,tomato,12.0,412.0,34.3333,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Dera Ghazi Khan,2024-25,tomato,18.0,100.0,5.5556,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2017-18,tomato,162.0,3067.0,18.9321,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2018-19,tomato,168.0,3198.0,19.0357,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2019-20,tomato,106.0,2021.0,19.066,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2020-21,tomato,133.0,9436.0,70.9474,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2021-22,tomato,126.0,4131.0,32.7857,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2022-23,tomato,72.04,2107.0,29.2494,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2023-24,tomato,140.0,3970.0,28.3571,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Faisalabad,2024-25,tomato,245.0,7055.0,28.7959,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2017-18,tomato,465.0,5527.0,11.886,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2018-19,tomato,467.0,5594.0,11.9786,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2019-20,tomato,221.0,2671.0,12.086,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2020-21,tomato,292.0,3610.0,12.363,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2021-22,tomato,210.0,4534.0,21.5905,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2022-23,tomato,154.46,1813.0,11.738,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2023-24,tomato,100.0,1436.0,14.36,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujranwala,2024-25,tomato,112.0,1524.0,13.6071,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2017-18,tomato,23.0,169.0,7.3478,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2018-19,tomato,13.0,98.0,7.5385,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2019-20,tomato,40.0,296.0,7.4,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2020-21,tomato,27.0,271.0,10.037,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2021-22,tomato,8.0,84.0,10.5,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
Gujrat,2022-23,tomato,9.71,99.0,10.1929,t/ha,PBS Crops Area and Production by Districts (all_crops_2015_2025)
